"","country","year","iso2","iso3","iso.numeric","g.whoregion","service.changes","opd.visits.down.ds","opd.visits.down.dr","drugs.up","nominate.collect","drugs.home.delivery","remote.advice.up","opd.places.down.ds","opd.places.down.dr","hosp.places.down.ds","hosp.places.down.dr","other.service.changes","tb.self.isolation","resource.reallocated","gxp.reassigned","ntp.central.reassigned","ntp.periph.reassigned","budget.reallocated","other.reallocation","nsp.end.tb","nsp.updated.unhlm","nsp.civil.soc","annual.report.published","ms.review","ms.review.doc","ms.review.civil.soc","ms.review.recs.published","ms.review.recs.url","min.agg.collab","min.def.collab","min.edu.collab","min.fin.collab","min.jus.collab","min.lab.collab","min.dev.collab","min.tra.collab","other.min.collab","social.protn","free.access","free.access.tbdx","free.access.tbtx","enable.tx.adherence","cond.cash.trans","cash.trans","food.security","other.social.protn","protect.employment","protect.housing","protect.parenting","protect.movement","protect.association"
"280","Indonesia",2023,"ID","IDN",360,"SEA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,1,NA,NA,6,231,230,231,231,230,6,6,"1. Ministry of Public Works and Housing (Patient support including economic, sosial, or nutritional benefits)
2. Ministry of Religion (advocacy, information, education, and communication)

continue in remarks section..",1,NA,1,1,1,NA,1,0,"5.13.3 - Enablers for DR TB Treatment in the form of cash transfer.
",1,1,0,1,1
"281","India",2020,"IN","IND",356,"SEA",1,1,1,1,1,1,1,0,0,0,0,"Advisories have been issued to the states how to ensure uninterrupted services for TB. Guidance to create alternate provisions for the already reallocated resources from the TB program. TB call centre services leveraged to provide COVID-19 support.",0,1,1,1,1,0,"TrueNat machines and Culture & DST Labs under NTEP leveraged for COVID-19 testing. Additional rapid diagnostic machines being procured. ",1,1,1,1,1,1,1,1,"https://tbcindia.gov.in/index.php (Under section Home>>Thematic Areas>>Public Private Partnership)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"282","India",2022,"IN","IND",356,"SEA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,1,1,NA,1,NA,1,1,1,1,1
"283","India",2023,"IN","IND",356,"SEA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,1,NA,NA,6,232,230,232,232,232,232,230,NA,1,NA,1,1,1,NA,1,1,NA,1,3,1,1,1
"284","Ireland",2020,"IE","IRL",372,"EUR",1,1,1,1,0,0,1,1,1,1,1,"No resources available to collect these new data on national basis due to COVID resource re-allocation. COV1.0-1.11 relates to responses from 2 TB treatment centres in 2 regions. COV.3 relates to the Irish Mycobacteria Reference Laboratory.",1,1,0,1,1,3,"This section is flagged as incomplete by WHO but this is all the information currently available and only 1 question is reported as unknown. ",NA,NA,NA,NA,NA,NA,NA,NA,"Data are not available on the above questions by the national infectious disease surveillance institute (Health Protection Surveillance Centre).",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"285","Ireland",2021,"IE","IRL",372,"EUR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"286","Ireland",2022,"IE","IRL",372,"EUR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"287","Ireland",2023,"IE","IRL",372,"EUR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,2,2,6,6,231,6,232,6,"Agriculture is involved in the One Health response to TB, and managing zoonotic TB in animals.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"288","Iran (Islamic Republic of)",2020,"IR","IRN",364,"EMR",1,1,1,0,1,1,1,0,0,0,0,NA,0,1,0,1,1,0,NA,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"289","Iran (Islamic Republic of)",2023,"IR","IRN",364,"EMR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,1,NA,NA,6,231,230,231,231,231,231,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"290","Iraq",2020,"IQ","IRQ",368,"EMR",1,1,1,1,1,1,1,0,0,0,0,"Because of lockout, TB case detection is deteriorated",0,1,1,0,0,0,"Few GX machines were borrowed for COVID-19 fight",1,0,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"291","Iraq",2021,"IQ","IRQ",368,"EMR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"292","Iraq",2022,"IQ","IRQ",368,"EMR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"293","Iraq",2023,"IQ","IRQ",368,"EMR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,6,6,6,6,6,6,6,6,"Most the ministries are engaged in TB partnership activities including some educational campaigns, exchange of information regarding diagnosed TB patients and some special activities related to TB in detection palaces activity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"294","Iceland",2020,"IS","ISL",352,"EUR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"295","Iceland",2021,"IS","ISL",352,"EUR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"296","Iceland",2022,"IS","ISL",352,"EUR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"297","Iceland",2023,"IS","ISL",352,"EUR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"298","Israel",2020,"IL","ISR",376,"EUR",1,0,0,0,0,1,1,0,0,0,0,NA,0,1,0,1,1,0,NA,1,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"299","Israel",2021,"IL","ISR",376,"EUR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"300","Israel",2022,"IL","ISR",376,"EUR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"301","Israel",2023,"IL","ISR",376,"EUR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,6,6,6,231,6,6,231,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"302","Italy",2020,"IT","ITA",380,"EUR",1,1,1,1,3,3,3,1,1,1,1,NA,NA,NA,3,1,1,3,"1.Found a fall in outpatienst visiting hospitals; 2.Sent form to SMIRA Labs to get data on TB-COVID patients; 3.Published Review “Bacterial coinfections in COVID-19: an underestimated adversary” DOI: 10.4415/ANN_20_03_14 (including TB-COVID patients)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"303","Italy",2021,"IT","ITA",380,"EUR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"304","Italy",2022,"IT","ITA",380,"EUR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"305","Italy",2023,"IT","ITA",380,"EUR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"306","Jamaica",2020,"JM","JAM",388,"AMR",1,1,0,1,0,0,1,0,0,0,0,NA,0,1,0,1,1,0,NA,1,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"307","Jamaica",2021,"JM","JAM",388,"AMR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"308","Jamaica",2022,"JM","JAM",388,"AMR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"309","Jamaica",2023,"JM","JAM",388,"AMR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,2,2,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"310","Jordan",2020,"JO","JOR",400,"EMR",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,1,1,1,1,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"311","Jordan",2023,"JO","JOR",400,"EMR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,6,2,230,232,232,231,232,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"312","Japan",2020,"JP","JPN",392,"WPR",1,1,0,1,1,0,1,0,0,1,1,NA,0,1,1,1,1,0,NA,1,0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"313","Japan",2023,"JP","JPN",392,"WPR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"314","Kazakhstan",2020,"KZ","KAZ",398,"EUR",1,1,1,1,0,1,1,1,1,1,1,"Пациенты с лекарственно-чувствительным и лекарственно-устойчивым ТБ 
на амбулаторном этапе лечения переведены на видеонаблюдаемое лечен",1,1,0,1,1,1,"В регионах  центры фтизиопульмонологии, в том числе и Национальный научный центр фтизиопульмонологии, полностью или частично перепрофили",1,0,1,1,1,1,1,1,"http://ccmkz.kz/?lang=en",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"315","Kazakhstan",2023,"KZ","KAZ",398,"EUR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"316","Kenya",2020,"KE","KEN",404,"AFR",1,1,1,1,0,0,1,0,1,0,1,"The Ministry of Health has put in measures to ensure continuity of TB services at all levels, including adopting the use of technology to hold virtual meetings and sensitizations with health care workers on support, care and treatment.",0,1,0,1,0,1,"It is anticipated that Covid-19 will have an effect on TB detection, notification and treatment outcomes. USD 430,060 has been reallocated from TB activities to COVID 19 response.",1,1,1,1,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"317","Kenya",2022,"KE","KEN",404,"AFR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,1,1,NA,1,NA,1,1,3,1,1
"318","Kenya",2023,"KE","KEN",404,"AFR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,1,NA,NA,232,231,230,232,230,230,230,231,NA,1,NA,1,1,1,NA,1,1,NA,1,1,1,1,1
"319","Kyrgyzstan",2020,"KG","KGZ",417,"EUR",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,"Проводился забор материала у подозрительных лиц на COVID-19. Сотрудники национальной референс лаборатории были вовлечены на выявление COVID-19",1,1,1,1,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"320","Kyrgyzstan",2023,"KG","KGZ",417,"EUR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,1,NA,NA,231,231,230,231,231,232,232,230,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"321","Cambodia",2020,"KH","KHM",116,"WPR",1,1,3,1,0,1,0,0,0,0,0,"Do not allow for activities gathering many people. For instance, Active Case Findings have been postponed due to unable to gather many people for screening TB.",0,NA,3,3,3,3,"Now, budget requested to GF for reallocation to prevent COVID-19 transmission. ",1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"322","Cambodia",2021,"KH","KHM",116,"WPR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"323","Cambodia",2023,"KH","KHM",116,"WPR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,1,NA,NA,6,231,230,230,6,230,230,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"324","Kiribati",2020,"KI","KIR",296,"WPR",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,1,0,0,"certain TB activities that are usually done to increase case findings have been put on hold as part of the policy in compliance to the partial lock down ",1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"325","Kiribati",2021,"KI","KIR",296,"WPR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"326","Kiribati",2022,"KI","KIR",296,"WPR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"327","Kiribati",2023,"KI","KIR",296,"WPR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,6,6,230,6,6,6,6,6,"upon request some ministries and private companies allows our Contact tracing nurses to visit and give awareness talk to the employees at the same time afterwards performs TST to them and return after 2 days for TST reading.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"328","Saint Kitts and Nevis",2020,"KN","KNA",659,"AMR",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,1,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"329","Saint Kitts and Nevis",2021,"KN","KNA",659,"AMR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"330","Saint Kitts and Nevis",2023,"KN","KNA",659,"AMR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"331","Republic of Korea",2020,"KR","KOR",410,"WPR",1,3,3,3,1,0,1,1,1,1,1,"-",0,1,0,1,1,0,"-",1,1,1,1,1,1,1,1,"https://www.cdc.go.kr/board.es?mid=a20501000000&bid=0015&act=view&list_no=144028, http://www.cdc.go.kr/gallery.es?mid=a20503020000&bid=0003&act=view&list_no=144097",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"332","Republic of Korea",2023,"KR","KOR",410,"WPR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,6,231,231,230,231,231,232,6,"- Ministry of Science invests in tuberculosis R&D.
- Ministry of Foreign Affairs supports financially tuberculosis-related health agencies.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"333","Kuwait",2020,"KW","KWT",414,"EMR",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,1,1,1,1,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"334","Kuwait",2023,"KW","KWT",414,"EMR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,0,NA,NA,6,231,231,6,6,6,6,6,"There is a close collaboration with the Ministry of Interior authorities in regards to TB prevention activities.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"335","Lao People's Democratic Republic",2020,"LA","LAO",418,"WPR",1,1,0,1,1,0,1,0,0,0,0,"Lock down hampering specimens transportation and patients referral",1,1,0,1,1,1,"Lock down hampering movements of staffs for training, monitoring and supervision",1,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"336","Lao People's Democratic Republic",2021,"LA","LAO",418,"WPR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"337","Lao People's Democratic Republic",2022,"LA","LAO",418,"WPR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"338","Lao People's Democratic Republic",2023,"LA","LAO",418,"WPR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,6,6,230,232,231,231,231,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"339","Lebanon",2020,"LB","LBN",422,"EMR",1,1,1,1,1,1,1,0,0,0,0,NA,1,1,0,0,0,3,"for 3.4 :Budget in MOPH is calculated for communicable diseases altogether",1,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"340","Lebanon",2021,"LB","LBN",422,"EMR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"341","Lebanon",2022,"LB","LBN",422,"EMR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"342","Lebanon",2023,"LB","LBN",422,"EMR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,6,231,231,2,231,231,6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"343","Liberia",2020,"LR","LBR",430,"AFR",1,1,1,1,1,0,0,1,0,0,0,"COVID 19 cases exist in 6 of the 15 counties.  Transportation and other basic commodities costs are on the rise. Access to diagnostic and treatment services limited as most facilities without PPE's refuse to care for patients.",0,1,0,0,1,1,"There are plans to repurpose GeneXpert Machines for COVID 19 test",1,1,0,0,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"344","Liberia",2021,"LR","LBR",430,"AFR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"345","Liberia",2022,"LR","LBR",430,"AFR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,0,0,NA,0,"The National TB Program only provides social protection packages to DR-TB Patients (Cash, food packages).
",0,0,0,0,0
"346","Liberia",2023,"LR","LBR",430,"AFR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA,1,NA,NA,6,231,230,232,230,6,6,6,NA,1,NA,1,1,1,NA,3,0,NA,3,1,1,1,0
"347","Libya",2020,"LY","LBY",434,"EMR",1,1,1,1,0,0,1,0,0,1,0,"number of hospitals where inpatient treatment is provided for mdr or rr tb (1) hospital",1,1,0,1,1,0,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"348","Libya",2021,"LY","LBY",434,"EMR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"349","Libya",2023,"LY","LBY",434,"EMR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
