"","variable.name","display.section","definition","code.list","lag","source","validity.years","notes","calculation","display.via.web"
"223","bp_tbhiv_grnt","finance","Budget 5 TBHIV     5 Grants Pr",NA,2,"Finance, Data collection form",NA,NA,NA,0
"224","bp_tbhiv_loan","finance","Budget 5 TBHIV     3 Loans Pr",NA,2,"Finance, Data collection form",NA,NA,NA,0
"225","bp_tbhiv_req","finance","Budget 5 TBHIV     1 Required Pr",NA,2,"Finance, Data collection form",NA,NA,NA,0
"226","bp_tot_gap","finance","Budget 8 Total     6 Gap Pr",NA,2,"Finance, Data collection form",NA,NA,NA,0
"227","bp_tot_gf","finance","Budget 8 Total     4 GFATM Pr",NA,2,"Finance, Data collection form",NA,NA,NA,0
"228","bp_tot_gov","finance","Budget 8 Total     2 Gov Pr",NA,2,"Finance, Data collection form",NA,NA,NA,0
"229","bp_tot_grnt","finance","Budget 8 Total     5 Grants Pr",NA,2,"Finance, Data collection form",NA,NA,NA,0
"230","bp_tot_loan","finance","Budget 8 Total     3 Loans Pr",NA,2,"Finance, Data collection form",NA,NA,NA,0
"231","bp_tot_req","finance","Budget 8 Total     1 Required Pr",NA,2,"Finance, Data collection form",NA,NA,NA,0
"232","bp_tx_mdr_glc","finance","GLC, MDR expected to be treat. Pr",NA,2,"Finance, Data collection form",NA,NA,NA,0
"233","bp_tx_mdr_oth","finance","Other, MDR expected to be treat. Pr",NA,2,"Finance, Data collection form",NA,NA,NA,0
"234","bp_tx_snep","finance","Expected cases, new smear-negative Pr",NA,2,"Finance, Data collection form",NA,NA,NA,0
"235","bp_tx_sp","finance","Expected cases, new smear-positive Pr",NA,2,"Finance, Data collection form",NA,NA,NA,0
"236","bp_tx_tbhiv_art","finance","TB pts expected to start ART Pr",NA,2,"Finance, Data collection form",NA,NA,NA,0
"237","brdn_crc","Strategy","Have capture-recapture studies been used, or will they be used, to assess the epidemiological burden of TB and the impact of TB control?","0=No; 1=yes",0,"Strategy, Data collection form",NA,"NEW VARIABLE",NA,0
"238","brdn_crc_nxt","Strategy","Year of next capture-recapture study",NA,0,"Strategy, Data collection form",NA,"NEW VARIABLE",NA,0
"239","brdn_crc_rcnt","Strategy","Year of most recent capture-recapture study",NA,0,"Strategy, Data collection form",NA,"NEW VARIABLE",NA,0
"240","brdn_disease","Strategy","Have population-based prevalence of disease surveys been used, or will they be used, to assess the epidemiological burden of TB and the impact of TB control?","17=Yes national; 18=Yes subnational; 0=No",0,"Strategy, Data collection form",NA,NA,NA,0
"241","brdn_disease_nxt","Strategy","Year of next population-based prevalence of disease survey",NA,0,"Strategy, Data collection form",NA,NA,NA,0
"242","brdn_disease_rcnt","Strategy","Year of most recent population-based prevalence of disease survey",NA,0,"Strategy, Data collection form",NA,NA,NA,0
"243","brdn_infect","Strategy","Have population-based prevalence of infection surveys been used, or will they be used, to assess the epidemiological burden of TB and the impact of TB control?","17=Yes national; 18=Yes subnational; 0=No",0,"Strategy, Data collection form",NA,NA,NA,0
"244","brdn_infect_nxt","Strategy","Year of next population-based prevalence of infection survey",NA,0,"Strategy, Data collection form",NA,NA,NA,0
"245","brdn_infect_rcnt","Strategy","Year of most recent population-based prevalence of infection survey",NA,0,"Strategy, Data collection form",NA,NA,NA,0
"246","brdn_mort","Strategy","Have population-based mortality surveys  been used, or will they be used, to assess the epidemiological burden of TB and the impact of TB control?","0=No; 1=yes",0,"Strategy, Data collection form",NA,NA,NA,0
"247","brdn_mort_nxt","Strategy","Year of next population-based mortality survey",NA,0,"Strategy, Data collection form",NA,NA,NA,0
"248","brdn_mort_rcnt","Strategy","Year of most recent population-based mortality survey",NA,0,"Strategy, Data collection form",NA,NA,NA,0
"249","brdn_surveil","Strategy","Has in-depth analysis of routine surveillance data been used, or will it be used, to assess the epidemiological burden of TB and the impact of TB control?","0=No; 1=yes",0,"Strategy, Data collection form",NA,NA,NA,0
"250","brdn_surveil_nxt","Strategy","Year of next in-depth analysis of routine surveillance data",NA,0,"Strategy, Data collection form",NA,NA,NA,0
"251","brdn_surveil_rcnt","Strategy","Year of most recent in-depth analysis of routine surveillance data",NA,0,"Strategy, Data collection form",NA,NA,NA,0
"252","brdn_vitalreg","Strategy","Has analysis of vital registration mortality data been used, or will it be used, to assess the epidemiological burden of TB and the impact of TB control?","0=No; 1=yes",0,"Strategy, Data collection form",NA,NA,NA,0
"253","brdn_vitalreg_nxt","Strategy","Year of next analysis of vital registration mortality data",NA,0,"Strategy, Data collection form",NA,NA,NA,0
"254","brdn_vitalreg_rcnt","Strategy","Year of most recent analysis of vital registration mortality data",NA,0,"Strategy, Data collection form",NA,NA,NA,0
"255","budget_cpp_dstb","Budget","Average cost of drugs budgeted per patient for drug-susceptible TB treatment, excluding buffer stock (US Dollars)",NA,1,"budget data collection form","2015 -","started publishing dcyear 2018",NA,1
"256","budget_cpp_mdr","Budget","Average cost of drugs budgeted per patient for MDR-TB treatment, excluding buffer stock (US Dollars)",NA,1,"budget data collection form","2015 -","started publishing dcyear 2018",NA,1
"257","budget_cpp_tpt","Budget","Average cost of drugs budgeted per patient for  TB preventive treatment, excluding buffer stock (US Dollars)",NA,1,"budget data collection form","2020 -","started publishing dcyear 2020",NA,1
"258","budget_cpp_xdr","Budget","Average cost of drugs budgeted per patient for pre-XDR/XDR-TB treatment, excluding buffer stock (US Dollars)",NA,1,"budget data collection form","2015 -","started publishing dcyear 2018;  added pre-XDR to the wording of the definition dcyear 2021",NA,1
"259","budget_fld","Budget","Budget required for drugs to treat drug-susceptible TB (US Dollars)",NA,1,"budget data collection form","2015 -","started publishing dcyear 2018",NA,1
"260","budget_lab","Budget","Budget required for laboratory infrastructure, equipment and supplies (US Dollars)",NA,1,"budget data collection form","2015 -","started publishing dcyear 2018",NA,1
"261","budget_mdrmgt","Budget","Budget required for programme costs to treat drug-resistant TB (US Dollars)",NA,1,"budget data collection form","2015 -","started publishing dcyear 2018",NA,1
"262","budget_orsrvy","Budget","Budget required for operational research and surveys (US Dollars)",NA,1,"budget data collection form","2015 -","started publishing dcyear 2018",NA,1
"263","budget_oth","Budget","Budget required for all other budget line items (US Dollars)",NA,1,"budget data collection form","2015 -","started publishing dcyear 2018",NA,1
"264","budget_patsup","Budget","Budget required for patient support (US Dollars)",NA,1,"budget data collection form","2015 -","started publishing dcyear 2018",NA,1
"265","budget_prog","Budget","Budget required for programme costs to treat drug-susceptible TB (US Dollars)",NA,1,"budget data collection form","2015 -","started publishing dcyear 2018",NA,1
"266","budget_sld","Budget","Budget required for drugs to treat drug-resistant TB (US Dollars)",NA,1,"budget data collection form","2015 -","started publishing dcyear 2018",NA,1
"267","budget_staff","Budget","Budget required for National TB Programme staff (central unit staff and subnational TB staff)  (US Dollars)",NA,1,"budget data collection form","2015 -","started publishing dcyear 2018",NA,1
"268","budget_tbhiv","Budget","Budget required for collaborative TB/HIV activities (US Dollars)",NA,1,"budget data collection form","2015 -","started publishing dcyear 2018",NA,1
"269","budget_tot","Budget","Total budget required (US Dollars)",NA,1,"budget data collection form","2015 -","started publishing dcyear 2018",NA,1
"270","budget_tpt","Budget","Budget required for TB preventive treatment: drugs (US Dollars)",NA,1,"budget data collection form","2020 -","started publishing dcyear 2020",NA,1
"271","c_bc_prop_not_symptomatic","Prevalence surveys","Proportion of pulmonary bacteriologically-confirmed cases found who did not screen positive for symptoms",NA,NA,"External (from prevalence survey reports and analyses)",NA,"Calculated field","bc_cxr_abn_only / (bc_symptomatic + bc_cxr_abn_only)",0
"272","c_cdr","Estimates","Case detection rate (all forms) [also known as TB treatment coverage], percent",NA,NA,NA,NA,NA,NA,1
"273","c_cdr_hi","Estimates","Case detection rate (all forms) [also known as TB treatment coverage], percent, high bound",NA,NA,NA,NA,NA,NA,1
"274","c_cdr_lo","Estimates","Case detection rate (all forms) [also known as TB treatment coverage], percent, low bound",NA,NA,NA,NA,NA,NA,1
"275","c_cdr_sp","Estimates","Case detection rate (new smear-positive cases), percent",NA,NA,NA,NA,NA,NA,0
"276","c_cdr_sp_hi","Estimates","Case detection rate (new smear-positive cases), percent, high bound",NA,NA,NA,NA,NA,NA,0
"277","c_cdr_sp_lo","Estimates","Case detection rate (new smear-positive cases), percent, low bound",NA,NA,NA,NA,NA,NA,0
"278","c_new","Notification","Total number of notified new TB patients (calculated)",NA,0,"Total, Data collection form",NA,NA,NA,0
"279","c_new_snep_tsr","Outcomes","Treatment success rate for new pulmonary smear-negative/extrapulmonary/smear unknown/smear not done cases, percent  (not used after 2011)",NA,-1,"Notification, Data collection form",NA,"calculated in view","(new_snep_cmplt) * 100 /new_snep_coh",1
"280","c_new_sp_tsr","Outcomes","Treatment success rate for new pulmonary smear-positive (and/or culture-positive) cases, percent  (not used after 2011)",NA,-1,"Notification, Data collection form",NA,"calculated in view","(new_sp_cur + new_sp_cmplt) * 100 /new_sp_coh",1
"281","c_new_tsr","Outcomes","Treatment success rate for all new cases (including relapse cases if rel_with_new_flg = 1), percent",NA,-1,"Notification, Data collection form",NA,"calculated in view","2011 onwards: newrel_succ * 100 /newrel_coh

Before 2011: (new_sp_cur + new_sp_cmplt + new_snep_cmplt ) * 100 / (new_sp_coh + new_snep_coh)",1
"282","c_newinc","Notification","Total of new and relapse cases and cases with unknown previous TB treatment history",NA,NA,"Notification, Data collection form",NA,"Started to use this in 2014 report to calculate notification rate",NA,1
"283","c_newinc_100k","Estimates","Case notification rate, which is the total of new and relapse cases and cases with unknown previous TB treatment history per 100 000 population (calculated)",NA,0,"Notification, Data collection form",NA,"Calculated in view","c_newinc * 100000 / e_pop_num",1
"284","c_newrel_014_tsr","Outcomes","Treatment success rate for new and relapse cases in children aged 0-14 years, percent",NA,-1,"Notification, Data collection form","2018 -","calculated in view; Published in 2020 data collection year for AMR and EUR countries but had been introduced in previous years and not  published","newrel_014_succ * 100 /newrel_014_coh",1
"285","c_newrel_f_tsr","Outcomes","Treatment success rate for new and relapse cases in females (all ages), percent",NA,-1,"Notification, Data collection form","2019 -","calculated in view; introduced 2021 dcyear for high TB burden countries only","newrel_f_succ * 100 /newrel_f_coh",1
"286","c_newret","Notification","Total new and retreatment (calculated)",NA,0,"Total, Data collection form",NA,NA,NA,0
"287","c_newretoth","Notification","Total new, retreatment, and other (calculated)",NA,0,"Total, Data collection form",NA,NA,NA,0
"288","c_ret","Notification","Total number of notified previously-treated TB patients",NA,0,"Total, Data collection form",NA,NA,NA,0
"289","c_ret_tsr","Outcomes","Treatment success rate for re-treatment cases (excluding relapse cases if rel_with_new_flg = 1), percent",NA,-1,"Notification, Data collection form",NA,"calculated in view","2011 onwards: ret_nrel_succ * 100 /ret_nrel_coh

Before 2011: (ret_cur + ret_cmplt) * 100 /ret_coh",1
"290","c_rrmdr","Notification","Number of laboratory-confirmed cases of rifampicin-resistant TB (RR-TB) or multidrug-resistant TB (MDR-TB) identified among all TB patients (pumonary or extrapulmonary; new, previously treated or unknown treatment history)",NA,0,"Notifications and DR surveillance data collection forms",NA,"Calculated variable based on notifications form (2011 onwards) and DR surveillance forms","max of variables from notifications and DR surveillance (variables depend on year of data collection)",0
"291","c_sp_prop_not_symptomatic","Prevalence surveys","Proportion of pulmonary smear-positive cases found who did not screen positive for symptoms",NA,NA,"External (from prevalence survey reports and analyses)",NA,"Calculated field","sp_cxr_abn_only / (sp_symptomatic + sp_cxr_abn_only)",0
"292","c_tbhiv_tsr","Outcomes","Treatment success rate for HIV-positive TB cases, percent",NA,NA,NA,NA,NA,NA,1
"293","c_tsr","Notification","Treatment success rate (new smear-positive cases), percent",NA,NA,NA,NA,"In earlier years answer options were 40=Yes; all patients; 41=Yes; MDR-TB patients only",NA,0
"294","caseb_err_nat","Policies and services","Did the National Treatment Programme keep (or have access to) an electronic case-based database for TB patients on treatment at national level","0=No; 42=Yes (all TB patients in the country); 43=Yes (but only for MDR-TB patients countrywide); 44=Partially (transition to a case-based system is under way)",0,"Strategy, Data collection form","2010 -","Option 44 added dcyear 2021",NA,1
"295","cdr_cntryest","Strategy","Country's estimate for percentage of notifiable TB cases that were actually
reported (ie country's estimate of the case detection rate)",NA,0,"Strategy, Data collection form",NA,"NEW VARIABLE",NA,0
"296","cf_fld","Budget","Expected funding for drugs to treat drug-susceptible TB (US Dollars)",NA,1,"budget data collection form","2015 -","started publishing dcyear 2018",NA,1
"297","cf_lab","Budget","Expected funding for laboratory infrastructure, equipment and supplies (US Dollars)",NA,1,"budget data collection form","2015 -","started publishing dcyear 2018",NA,1
"298","cf_mdrmgt","Budget","Expected funding for programme costs to treat drug-resistant TB (US Dollars)",NA,1,"budget data collection form","2015 -","started publishing dcyear 2018",NA,1
"299","cf_orsrvy","Budget","Expected funding for operational research and surveys (US Dollars)",NA,1,"budget data collection form","2015 -","started publishing dcyear 2018",NA,1
"300","cf_oth","Budget","Expected funding for all other budget line items (US Dollars)",NA,1,"budget data collection form","2015 -","started publishing dcyear 2018",NA,1
"301","cf_patsup","Budget","Expected funding for patient support (US Dollars)",NA,1,"budget data collection form","2015 -","started publishing dcyear 2018",NA,1
"302","cf_prog","Budget","Expected funding for programme costs to treat drug-susceptible TB (US Dollars)",NA,1,"budget data collection form","2015 -","started publishing dcyear 2018",NA,1
"303","cf_sld","Budget","Expected funding for drugs to treat drug-resistant TB (US Dollars)",NA,1,"budget data collection form","2015 -","started publishing dcyear 2018",NA,1
"304","cf_staff","Budget","Expected funding for National TB Programme staff (central unit staff and subnational TB staff)  (US Dollars)",NA,1,"budget data collection form","2015 -","started publishing dcyear 2018",NA,1
"305","cf_tbhiv","Budget","Expected funding for collaborative TB/HIV activities (US Dollars)",NA,1,"budget data collection form","2015 -","started publishing dcyear 2018",NA,1
"306","cf_tot","Budget","Total expected funding for all budget line items (US Dollars)",NA,1,"budget data collection form","2015 -","started publishing dcyear 2018",NA,1
"307","cf_tot_domestic","Budget","Expected funding from domestic sources, including loans (US Dollars)",NA,1,"budget data collection form","2015 -","started publishing dcyear 2018",NA,1
"308","cf_tot_gf","Budget","Expected funding from the Global Fund to Fight AIDS, Tuberculosis and Malaria (US Dollars)",NA,1,"budget data collection form","2015 -","started publishing dcyear 2018",NA,1
"309","cf_tot_grnt","Budget","Expected funding from other sources (US Dollars)",NA,1,"budget data collection form","2015 -","started publishing dcyear 2018",NA,1
"310","cf_tot_sources","Budget","Total expected funding from all sources (US Dollars)",NA,1,"budget data collection form","2015 -","started publishing dcyear 2018",NA,1
"311","cf_tot_usaid","Budget","Expected funding from USAID (US Dollars)",NA,1,"budget data collection form","2015 -","started publishing dcyear 2018",NA,1
"312","cf_tpt","Budget","Expected funding for TB preventive treatment drugs (US Dollars)",NA,1,"budget data collection form","2020 -","started publishing dcyear 2020",NA,1
"313","cfr","Estimates","Estimated TB case fatality ratio",NA,0,"WHO GTB","2015 -",NA,NA,1
"314","cfr_hi","Estimates","Estimated TB case fatality ratio: high bound",NA,0,"WHO GTB","2015 -",NA,NA,1
"315","cfr_lo","Estimates","Estimated TB case fatality ratio: low bound",NA,0,"WHO GTB","2015 -",NA,NA,1
"316","cfr_pct","Estimates","Estimated TB case fatality ratio expressed as a percentage",NA,0,"WHO GTB","2015 -","Added to public view Oct 2019","cfr * 100",1
"317","cfr_pct_hi","Estimates","Estimated TB case fatality ratio: high bound expressed as a percentage",NA,0,"WHO GTB","2015 -","Added to public view Oct 2019","cfr_hi * 100",1
"318","cfr_pct_lo","Estimates","Estimated TB case fatality ratio: low bound expressed as a percentage",NA,0,"WHO GTB","2015 -","Added to public view Oct 2019","cfr_lo * 100",1
"319","collab_private_lab","Laboratories","Were any non-NTP laboratories in the private sector (including NGOs) collaborating with the NTP?","0=No; 1=yes",0,"Strategy, Data collection form","2012 -2014",NA,NA,1
"320","collab_public_lab","Laboratories","Were any non-NTP laboratories in the public sector collaborating with the NTP?","0=No; 1=yes",0,"Strategy, Data collection form","2012  -2014",NA,NA,1
